student_id,gender,age,subject,exam_score,exam_date,region,grade_level,school,score_status,performance_level
9979,Female,24,Math,95.21,2025-06-24,Johnstonburgh,Year 2,Carter Ltd,Pass,Excellent
5535,Female,18,Computer,95.18,2025-05-30,Port Nicholeside,Year 3,"Ellis, Patel and Singh",Pass,Excellent
5715,Female,23,Computer,58.59,2025-10-17,Matthewville,Year 1,"Green, Gallagher and Jackson",Pass,Average
7084,Female,19,Computer,71.07,2025-07-16,West Angelafort,Year 4,Webb-Roberson,Pass,Good
5333,Male,19,Math,74.56,2025-04-04,New Taylor,Year 1,"Krause, Carter and Sanders",Pass,Good
6884,Male,20,English,57.02,2024-11-18,East Ronald,Year 3,Robinson-Salazar,Pass,Average
3062,Male,20,Math,51.36,2024-12-22,Solomonstad,Year 3,Stewart-Lloyd,Pass,Average
5213,Male,25,Computer,97.45,2025-07-12,South Garyshire,Year 1,Kelley-Harper,Pass,Excellent
6749,Female,19,English,85.61,2025-03-31,New Joshuaborough,Year 1,"Schneider, Huynh and Bray",Pass,Excellent
3641,Female,18,Computer,71.5,2025-01-18,Port Katiefurt,Year 1,Bryant-Murray,Pass,Good
5004,Male,19,Computer,69.85,2025-04-19,Oliviaton,Year 1,Rasmussen Group,Pass,Average
8777,Male,22,English,86.14,2024-12-01,Jasonfort,Year 3,Watson-Cook,Pass,Excellent
9728,Female,22,Science,57.87,2025-10-08,Alexandertown,Year 4,Gamble-Lewis,Pass,Average
4963,Female,25,Science,83.77,2024-12-18,Orozcoport,Year 4,Jackson-Weaver,Pass,Good
2668,Male,24,Math,57.26,2025-10-07,Thomasmouth,Year 3,Brown-Carey,Pass,Average
7127,Male,19,English,75.36,2025-08-13,Robinsonstad,Year 3,"Weber, Hall and Garcia",Pass,Good
9912,Female,21,English,46.75,2024-11-01,Spencerview,Year 3,"Mitchell, Nelson and Monroe",Fail,Low
2385,Female,24,History,89.8,2025-01-15,North Ryan,Year 2,Rhodes PLC,Pass,Excellent
5663,Female,21,Science,79.6,2025-07-18,East Joshua,Year 1,Lee LLC,Pass,Good
5419,Female,25,Computer,64.22,2025-04-09,Poncebury,Year 3,"Ramirez, Mcgee and Montoya",Pass,Average
2222,Male,21,Computer,56.03,2025-03-10,Ryanchester,Year 3,Marks-Bauer,Pass,Average
8191,Male,20,English,79.34,2025-09-08,South Suzanne,Year 4,Wells-Ochoa,Pass,Good
2021,Female,24,Math,82.2,2025-01-26,West Victoriamouth,Year 4,"Griffith, Smith and Kirk",Pass,Good
4268,Female,25,Computer,72.7,2024-11-22,Lake John,Year 4,Evans-Mcmillan,Pass,Good
1926,Female,22,Math,74.21,2025-08-05,Manntown,Year 1,Perez-Jackson,Pass,Good
8228,Male,20,Computer,77.34,2025-01-12,Fredberg,Year 2,Fuller and Sons,Pass,Good
7857,Female,22,Science,88.49,2025-05-13,West Thomas,Year 2,Morrison Inc,Pass,Excellent
7357,Male,20,History,98.59,2025-08-21,South Douglas,Year 2,"Poole, Martinez and Blankenship",Pass,Excellent
2145,Male,23,Science,72.2,2025-07-07,Danielland,Year 4,Brown LLC,Pass,Good
7695,Female,18,Science,45.3,2025-01-29,North Erinland,Year 4,Jensen PLC,Fail,Low
5173,Female,23,Math,43.03,2025-01-20,Mathewshire,Year 1,"Martin, Schwartz and Robbins",Fail,Low
3799,Female,18,Math,56.99,2024-12-28,Lake Juliafurt,Year 2,"Smith, Ward and Holloway",Pass,Average
1726,Male,23,Computer,64.26,2025-10-03,Walterchester,Year 3,"Taylor, Henderson and King",Pass,Average
6568,Male,24,Math,67.71,2025-07-03,South Jeremy,Year 3,Webb-Jordan,Pass,Average
8217,Female,21,Science,83.03,2024-10-22,Nicholasberg,Year 4,"Ward, Goodman and Perez",Pass,Good
9399,Male,18,Math,62.7,2025-02-23,Rosefurt,Year 4,Murphy LLC,Pass,Average
4463,Male,24,History,49.07,2025-09-18,West Daniel,Year 3,"Hawkins, Wise and Wood",Fail,Low
6208,Female,24,Science,83.73,2025-04-01,Laceyborough,Year 2,Grant Ltd,Pass,Good
8658,Female,20,English,77.44,2024-10-31,New Chad,Year 4,Vasquez PLC,Pass,Good
1215,Female,18,Science,73.93,2025-05-20,Maryborough,Year 2,"Riley, Black and Waters",Pass,Good
3899,Female,20,Science,56.01,2025-06-06,Smithbury,Year 1,Nelson-Scott,Pass,Average
4618,Female,18,Computer,99.55,2025-07-10,Monicafort,Year 3,Sims-Chan,Pass,Excellent
5133,Female,25,Math,98.07,2025-06-29,Kimfurt,Year 2,"Soto, Ortega and Rowe",Pass,Excellent
2792,Male,23,English,86.47,2025-05-18,Aguilarview,Year 1,"Payne, Ramirez and Little",Pass,Excellent
5385,Female,24,English,46.82,2024-12-19,Lake Karenfurt,Year 4,Bailey LLC,Fail,Low
3583,Male,23,Math,97.86,2025-06-21,Elizabethton,Year 2,Brewer-Robinson,Pass,Excellent
4790,Male,25,History,78.97,2025-07-02,Padillaland,Year 2,"Joseph, Walton and Hatfield",Pass,Good
1275,Female,25,Computer,42.43,2024-12-20,North Timothyborough,Year 2,Hansen-Avila,Fail,Low
2670,Male,22,Math,64.81,2025-06-04,Vasquezbury,Year 3,Rios-Forbes,Pass,Average
6413,Female,18,Math,95.08,2025-02-27,West Cody,Year 4,Chapman PLC,Pass,Excellent
4236,Female,25,Math,65.08,2025-04-05,Olsonland,Year 4,Smith and Sons,Pass,Average
6109,Male,19,Science,70.87,2024-11-20,Lake Richard,Year 4,Holmes Inc,Pass,Good
9614,Female,19,Computer,82.71,2025-06-01,East David,Year 4,Lindsey-Long,Pass,Good
3455,Male,19,Computer,89.79,2025-05-06,Meganchester,Year 4,Morris Group,Pass,Excellent
5536,Male,19,English,74.79,2024-11-19,West Jon,Year 4,Mitchell LLC,Pass,Good
6038,Female,23,English,92.6,2025-03-19,Gomezberg,Year 4,"Mora, Cox and Fitzgerald",Pass,Excellent
4904,Female,20,English,65.98,2024-11-06,Stephaniechester,Year 1,Edwards Group,Pass,Average
2920,Female,20,Science,84.96,2025-04-20,South Robert,Year 2,Campbell-Underwood,Pass,Good
7744,Male,23,Math,43.47,2025-08-05,North Andreston,Year 3,Smith-Dunn,Fail,Low
3033,Male,19,Science,97.4,2025-01-07,Nortonfurt,Year 1,Murphy Ltd,Pass,Excellent
6357,Female,18,Math,56.99,2024-12-03,Wernerfurt,Year 2,"Ho, Saunders and Jackson",Pass,Average
4849,Male,19,Computer,70.63,2024-11-24,West Josephhaven,Year 3,Cummings Group,Pass,Good
5498,Male,25,Science,98.88,2025-02-12,Jeffreymouth,Year 4,Wallace-Gutierrez,Pass,Excellent
4819,Male,24,Science,83.69,2025-10-15,New Judy,Year 3,Faulkner-Maldonado,Pass,Good
3607,Male,23,Science,57.72,2025-05-03,Lake David,Year 4,"Lawson, Bush and Mccarty",Pass,Average
5285,Male,22,Math,49.48,2025-07-21,Johnmouth,Year 1,Andrews Ltd,Fail,Low
5670,Female,20,Science,88.67,2025-09-20,Kevinmouth,Year 1,"Miller, Lewis and Porter",Pass,Excellent
8432,Female,24,Math,81.87,2024-10-21,West Kimberlyview,Year 3,"Jarvis, Rhodes and Calhoun",Pass,Good
8979,Male,23,Science,44.5,2025-08-05,West Kimberly,Year 4,Mccormick-Garrett,Fail,Low
6824,Female,25,Science,52.93,2025-06-29,North Richardtown,Year 1,"Barber, Morris and Lewis",Pass,Average
5776,Male,22,Computer,87.57,2025-09-04,South Danielhaven,Year 1,Garrett-Klein,Pass,Excellent
9831,Female,21,History,96.65,2025-02-11,Lewiston,Year 4,"Singh, Sanders and Martinez",Pass,Excellent
9498,Male,20,Math,99.21,2025-09-20,Robertton,Year 2,"Ramos, Miller and Davies",Pass,Excellent
4405,Female,20,English,82.21,2025-02-15,Smithshire,Year 1,Ray-Lopez,Pass,Good
7187,Female,24,Science,99.65,2025-03-11,West Ashley,Year 1,Evans-Smith,Pass,Excellent
3063,Female,23,Computer,92.59,2025-04-17,Doylefort,Year 1,Chandler-Martin,Pass,Excellent
2465,Female,25,History,83.17,2024-12-30,East Alexander,Year 2,"Edwards, Young and Thomas",Pass,Good
9010,Female,19,History,58.67,2025-04-15,Melvinstad,Year 1,Jenkins Inc,Pass,Average
7003,Male,20,Math,83.74,2024-12-04,Lake Andreaport,Year 1,"Wells, Morales and Cook",Pass,Good
5403,Female,21,Science,86.07,2024-12-02,South Vanessaborough,Year 4,"Scott, Frye and Miller",Pass,Excellent
4801,Female,20,English,74.58,2025-01-14,Burtonshire,Year 2,"Morgan, Sanchez and Cabrera",Pass,Good
7066,Male,19,Computer,83.16,2025-05-28,Edwardsmouth,Year 2,"Huber, Conley and Park",Pass,Good
3598,Male,18,English,50.77,2024-11-14,Stephanieborough,Year 3,Brooks-Wallace,Pass,Average
9787,Female,20,History,45.52,2025-04-13,East Richardberg,Year 3,Cooper LLC,Fail,Low
2755,Male,20,Math,64.32,2025-03-03,Tylerfort,Year 2,Rich-Nelson,Pass,Average
7485,Male,24,History,77.27,2025-01-18,West Erin,Year 1,Small-Carson,Pass,Good
4667,Female,19,Math,75.97,2025-03-01,Lake Christina,Year 2,Martinez-Silva,Pass,Good
2683,Female,18,Science,92.57,2025-09-03,West Emily,Year 3,Berry-Meyers,Pass,Excellent
4261,Male,20,English,41.71,2025-03-17,South Christopher,Year 4,"Lopez, Williams and Jackson",Fail,Low
1889,Male,20,English,81.26,2025-08-28,East Zacharyhaven,Year 3,Bailey and Sons,Pass,Good
4811,Male,23,History,57.83,2024-12-02,Lindsayfort,Year 4,Garner LLC,Pass,Average
2053,Male,22,Computer,92.17,2025-10-03,North Kaylashire,Year 3,Graves Ltd,Pass,Excellent
1437,Male,24,History,67.99,2025-04-18,West Amy,Year 2,Farmer-Herman,Pass,Average
5383,Male,24,History,86.46,2025-05-29,Hallstad,Year 1,"Anderson, Smith and May",Pass,Excellent
7656,Male,25,Science,93.53,2024-11-15,Patriciafort,Year 2,Casey LLC,Pass,Excellent
8554,Male,24,Science,93.61,2025-01-30,Port Donaldburgh,Year 2,Walker-Decker,Pass,Excellent
1066,Female,22,Computer,91.16,2025-10-15,New Crystal,Year 1,Rojas-Bailey,Pass,Excellent
9012,Male,21,Math,56.87,2025-07-21,North Timothyside,Year 2,Fuentes-Bowen,Pass,Average
3435,Male,24,Math,83.44,2025-07-11,Dakotaton,Year 2,"Obrien, Garcia and Key",Pass,Good
3382,Male,25,Computer,63.58,2025-09-28,Port Jeffreymouth,Year 4,Mccoy-Castaneda,Pass,Average
8423,Male,21,History,91.04,2024-12-15,Barbaramouth,Year 1,"Hernandez, Blair and Lynch",Pass,Excellent
8096,Male,20,Computer,72.46,2025-02-22,East John,Year 3,Johnson and Sons,Pass,Good
3714,Female,25,English,47.52,2025-04-22,Reneeburgh,Year 1,"Fleming, Robinson and Diaz",Fail,Low
9551,Male,19,English,58.82,2025-07-26,Kristitown,Year 4,King Inc,Pass,Average
6930,Female,23,Science,44.15,2025-06-13,Ryanbury,Year 4,"Barker, Riley and Mathews",Fail,Low
4656,Female,25,History,92.19,2025-05-25,Stephenchester,Year 2,Coleman and Sons,Pass,Excellent
3040,Female,25,Math,84.21,2024-12-10,Charleschester,Year 1,"Reynolds, Williams and Thomas",Pass,Good
7348,Female,21,Math,71.26,2024-11-15,Michelleberg,Year 4,Park Ltd,Pass,Good
8722,Male,24,Computer,98.72,2024-10-25,Warnerberg,Year 4,Smith Ltd,Pass,Excellent
4435,Male,22,Science,78.29,2025-06-15,South Stephenhaven,Year 3,Kim-Moore,Pass,Good
7111,Female,19,Science,88.45,2025-01-05,Henryfort,Year 4,Owen-Gonzales,Pass,Excellent
7668,Female,19,Math,65.12,2025-05-31,North Jennifer,Year 1,"Lynch, Green and Nichols",Pass,Average
3639,Male,21,History,45.31,2025-10-21,West Lori,Year 4,"Petersen, Fuller and Carroll",Fail,Low
9359,Male,22,Science,99.66,2025-09-30,Taylorside,Year 2,Aguilar-Reid,Pass,Excellent
5345,Female,19,Math,48.51,2025-09-27,East Reginald,Year 1,Moore-Fuller,Fail,Low
7326,Female,21,Math,58.32,2024-11-11,Brownside,Year 4,Jackson Group,Pass,Average
2875,Female,20,Math,75.39,2025-10-05,Mathishaven,Year 2,"Guerrero, Miller and Swanson",Pass,Good
5566,Male,21,Math,68.21,2025-01-08,Karenburgh,Year 3,Simmons-Gates,Pass,Average
3835,Male,21,Science,58.75,2025-08-31,New Victoriabury,Year 2,Davis and Sons,Pass,Average
7690,Female,20,Computer,90.56,2025-06-20,Davidview,Year 2,Greene-Ramirez,Pass,Excellent
4938,Female,18,History,83.42,2025-07-03,Mcknightton,Year 3,"Young, Lopez and Brown",Pass,Good
4700,Female,25,Math,47.03,2025-02-24,Lake Robert,Year 2,Murray-Green,Fail,Low
5779,Male,18,English,42.71,2024-10-25,Wrightburgh,Year 3,Rodriguez-Cole,Fail,Low
8001,Female,18,Computer,74.62,2024-11-23,Port James,Year 4,Perry-Sanchez,Pass,Good
6448,Female,21,History,51.98,2025-10-11,Samanthamouth,Year 4,Floyd and Sons,Pass,Average
4100,Female,21,Math,62.72,2025-01-11,Amandastad,Year 4,Kim LLC,Pass,Average
1625,Female,18,Computer,76.54,2025-06-19,Bakerview,Year 2,"Tyler, Stone and Murray",Pass,Good
6668,Female,22,Computer,94.98,2025-02-12,South Amber,Year 2,"Taylor, Parker and Fox",Pass,Excellent
5592,Male,18,History,56.64,2025-09-18,Justinside,Year 1,Herrera-Baker,Pass,Average
4491,Male,25,Computer,88.78,2025-03-24,Deannaton,Year 4,Mason Group,Pass,Excellent
1318,Male,25,History,82.46,2025-05-11,Vasquezchester,Year 4,Glenn Inc,Pass,Good
9179,Male,25,Math,66.65,2025-05-02,Port Davidside,Year 2,"Perez, Martinez and Anderson",Pass,Average
5975,Male,22,Science,78.66,2025-08-07,North Mauriceland,Year 1,Klein Ltd,Pass,Good
4987,Male,23,Math,81.51,2025-07-11,Wagnermouth,Year 2,"Hicks, Adams and Garcia",Pass,Good
4767,Female,21,Science,53.24,2025-09-14,Lake Heatherport,Year 1,Baker-Petersen,Pass,Average
7863,Female,24,History,92.16,2024-10-25,North Jason,Year 3,Thompson LLC,Pass,Excellent
1657,Female,24,Math,93.18,2024-12-11,Webermouth,Year 1,Houston Ltd,Pass,Excellent
5936,Male,20,History,93.91,2025-05-01,Robinsonmouth,Year 4,Clark Ltd,Pass,Excellent
3475,Female,23,Math,88.58,2025-07-08,West Lori,Year 1,"Johnson, Ford and Hoffman",Pass,Excellent
3609,Male,22,English,93.87,2025-02-13,Port David,Year 1,Jones Ltd,Pass,Excellent
9801,Male,19,Computer,91.51,2024-12-20,Hodgesmouth,Year 2,Lin-Mason,Pass,Excellent
4944,Female,18,Science,98.73,2025-05-13,Lake Thomas,Year 3,"Lawson, Murray and Welch",Pass,Excellent
4437,Female,21,Science,72.76,2025-02-05,Josefort,Year 3,Mccarthy-Riley,Pass,Good
4291,Female,25,English,53.16,2025-02-20,Toniberg,Year 4,Johnson Inc,Pass,Average
5140,Male,21,English,92.57,2025-01-02,Snyderhaven,Year 3,"Porter, Fields and Hahn",Pass,Excellent
3849,Female,22,Science,67.27,2025-02-09,Port Ashleymouth,Year 3,Jones-Shaw,Pass,Average
9171,Male,20,English,51.68,2024-12-01,Wyattton,Year 3,"Guerra, Wilson and Garcia",Pass,Average
8135,Male,19,Math,60.17,2025-05-11,South David,Year 3,Robinson Inc,Pass,Average
6803,Female,22,Science,91.07,2025-07-25,South Josephborough,Year 2,Massey and Sons,Pass,Excellent
5288,Female,23,Math,43.86,2025-10-17,East Chelsea,Year 2,"Snyder, Anderson and Conner",Fail,Low
2481,Female,22,Math,63.54,2025-08-17,Rickeybury,Year 3,Harris-Moore,Pass,Average
1221,Female,22,Computer,76.57,2025-03-20,Youngborough,Year 1,Parker-Snyder,Pass,Good
9276,Male,24,English,49.28,2025-07-10,Johnborough,Year 4,"Perkins, Hudson and Cook",Fail,Low
6746,Male,20,English,95.76,2025-08-19,Zacharychester,Year 1,"Jones, Baker and Smith",Pass,Excellent
8902,Male,20,History,73.69,2024-11-05,South Deborah,Year 3,Dominguez-Clark,Pass,Good
9210,Female,22,Math,92.67,2025-07-20,North Vanessa,Year 3,Sanders-Dennis,Pass,Excellent
9045,Male,24,Math,75.52,2025-09-19,Hornborough,Year 3,"Gibbs, Gray and Little",Pass,Good
8992,Female,20,History,95.56,2025-09-05,South Bryan,Year 3,"Weaver, Rangel and Jordan",Pass,Excellent
9476,Female,23,Science,75.03,2025-08-25,Juliaberg,Year 2,"Davis, Smith and Gordon",Pass,Good
1960,Male,24,Science,69.54,2025-01-01,North Samuel,Year 1,King and Sons,Pass,Average
4906,Male,21,Computer,82.13,2025-06-21,West Kristenview,Year 2,Johnson PLC,Pass,Good
4375,Male,24,Science,74.08,2025-10-03,North Paul,Year 1,"Reid, Avila and Scott",Pass,Good
8824,Male,19,History,81.02,2025-04-15,East Timothymouth,Year 1,Knight-Logan,Pass,Good
3647,Male,18,Math,82.9,2025-07-28,Johnsonhaven,Year 2,"Oliver, Cortez and Lester",Pass,Good
6645,Female,20,English,47.31,2024-12-16,Huntfurt,Year 1,Edwards Group,Fail,Low
8235,Female,18,Math,51.01,2025-09-07,South William,Year 1,Schultz-Meza,Pass,Average
5305,Female,19,History,44.82,2025-05-29,Jacksonchester,Year 3,"Marsh, Salas and Chambers",Fail,Low
8822,Female,19,Math,78.13,2025-01-21,East Michelleshire,Year 1,"Hicks, Love and Miller",Pass,Good
4025,Female,23,English,59.18,2024-11-06,Port Joshua,Year 4,"Waller, Pierce and Robbins",Pass,Average
4487,Female,21,History,43.21,2025-04-04,Paulland,Year 3,"Mayo, Bowen and Curry",Fail,Low
9558,Male,19,Computer,55.89,2024-10-23,West Christopherchester,Year 2,Williams Inc,Pass,Average
6691,Female,21,Science,71.85,2025-06-13,Lake Kristenside,Year 2,"Mccullough, Hill and Brown",Pass,Good
1530,Male,23,Computer,91.48,2025-03-21,Karaburgh,Year 4,Whitaker PLC,Pass,Excellent
9876,Male,20,Computer,50.98,2025-04-27,Diazton,Year 3,"Garcia, Joseph and Foster",Pass,Average
7251,Female,24,Science,80.82,2025-02-25,South Larry,Year 1,Smith-Gibbs,Pass,Good
9891,Male,21,English,74.07,2025-03-12,Mistyville,Year 3,Hernandez-Jackson,Pass,Good
6997,Male,24,Computer,47.5,2025-05-06,New Bryanbury,Year 3,Brown Ltd,Fail,Low
2647,Female,21,History,80.98,2025-06-21,East Samuel,Year 3,Robinson-Holder,Pass,Good
3159,Female,18,Math,73.23,2024-12-05,Johnburgh,Year 4,Campbell-Brown,Pass,Good
1607,Female,24,Math,59.18,2025-08-03,Port Sean,Year 2,Andrews Inc,Pass,Average
9019,Female,19,English,47.71,2025-02-28,Markberg,Year 4,Townsend-Lloyd,Fail,Low
4056,Male,25,Science,81.16,2025-01-18,Steventon,Year 3,Clark-Rogers,Pass,Good
4013,Female,21,Science,57.84,2024-12-24,Johnstad,Year 1,Yoder-Williams,Pass,Average
6051,Male,19,History,91.15,2025-08-16,Benjaminmouth,Year 3,Palmer and Sons,Pass,Excellent
8546,Female,24,English,53.98,2025-09-21,Courtneyville,Year 4,Johnson-Nguyen,Pass,Average
7197,Male,22,Math,85.19,2025-09-02,Port Cassandra,Year 1,"Morris, Willis and Walker",Pass,Excellent
3238,Male,18,Computer,87.63,2024-11-12,New Kristenburgh,Year 2,"Farrell, Fox and Griffith",Pass,Excellent
2937,Female,21,Science,85.4,2024-12-12,Port Eduardo,Year 4,"Robbins, Barnes and Marshall",Pass,Excellent
6671,Male,18,English,51.36,2025-06-08,South Paula,Year 2,Mcguire Ltd,Pass,Average
6558,Female,22,Math,96.15,2025-01-10,East Cody,Year 4,Morton-Wagner,Pass,Excellent
5365,Male,20,Math,42.3,2025-08-03,Tanyamouth,Year 1,Mcdowell-Weaver,Fail,Low
4516,Male,25,Math,46.97,2025-03-28,West Michaelfort,Year 4,Wilkinson LLC,Fail,Low
5147,Female,18,Science,70.62,2025-03-16,New Todd,Year 3,"Hicks, Padilla and Smith",Pass,Good
3260,Female,24,Science,59.45,2025-03-20,Shannonport,Year 2,Collins PLC,Pass,Average
1851,Male,23,English,41.62,2025-10-14,Hillview,Year 2,Arroyo Ltd,Fail,Low
3660,Female,20,Science,95.48,2025-07-29,Port Kimberly,Year 2,Hernandez-Thompson,Pass,Excellent
2641,Female,18,Computer,99.48,2025-05-28,Matthewsbury,Year 1,Bentley-Torres,Pass,Excellent
3513,Male,23,Math,68.01,2025-07-27,Danielview,Year 1,Hall and Sons,Pass,Average
1548,Male,18,Math,58.7,2024-12-12,Maldonadoport,Year 4,"Rivera, Atkins and Franklin",Pass,Average
3935,Male,21,Math,61.71,2025-05-03,Stevenfurt,Year 3,"Boyer, Fletcher and Brown",Pass,Average
8107,Female,24,History,41.05,2025-08-25,Samanthashire,Year 2,"Durham, House and Gonzalez",Fail,Low
2853,Female,25,Math,91.85,2025-01-23,West Christina,Year 3,Mccann-Gaines,Pass,Excellent
7530,Male,23,Science,69.7,2025-02-07,Lake Michaeltown,Year 1,Martin-Chavez,Pass,Average
5968,Male,19,History,52.75,2025-05-21,Salazarfurt,Year 1,"Oconnor, Nichols and Burton",Pass,Average
8283,Female,21,Math,64.77,2025-07-04,Larsonmouth,Year 4,"Hayes, Greene and Ramirez",Pass,Average
7603,Male,18,Science,42.15,2025-04-24,West Trevorchester,Year 4,Robertson-Middleton,Fail,Low
5921,Female,25,History,41.55,2025-08-17,Orozcomouth,Year 1,Crawford-Montgomery,Fail,Low
4814,Male,21,Computer,52.49,2024-10-21,East Rachaelport,Year 4,Dougherty-Villegas,Pass,Average
8384,Female,23,Computer,63.03,2024-11-03,Justinborough,Year 2,Ortiz-Young,Pass,Average
4200,Male,23,Computer,81.95,2024-10-21,Derekton,Year 3,"Beard, Campos and Garcia",Pass,Good
6812,Male,19,Computer,89.98,2025-03-15,South Angelica,Year 1,Garcia Group,Pass,Excellent
3671,Male,21,English,65.77,2025-07-04,Port Jason,Year 3,Rodriguez PLC,Pass,Average
5001,Male,21,Science,51.98,2025-07-31,West Juliemouth,Year 3,Carr and Sons,Pass,Average
7958,Female,18,Science,74.91,2025-01-24,South Michelleburgh,Year 1,Scott Inc,Pass,Good
1971,Male,22,English,41.45,2025-02-12,Carlshire,Year 2,"Davis, Reynolds and Foley",Fail,Low
1451,Female,22,History,46.47,2025-08-23,Trevorview,Year 3,Little-Williams,Fail,Low
5253,Female,23,Math,90.95,2024-11-29,Melissatown,Year 3,Davis Ltd,Pass,Excellent
6624,Female,21,Science,59.3,2025-09-10,Bridgetfurt,Year 1,Phillips-Howard,Pass,Average
9124,Female,22,Science,49.14,2025-07-23,West Keithshire,Year 4,"Thomas, Figueroa and Rogers",Fail,Low
5011,Male,23,Math,48.75,2025-04-19,South Jerryfort,Year 4,"Carroll, Lambert and Hahn",Fail,Low
5436,Male,19,History,68.89,2025-09-30,South Justin,Year 1,"Henderson, Jones and Lucas",Pass,Average
7776,Female,19,Computer,62.48,2025-10-20,South Adam,Year 3,Hendricks Inc,Pass,Average
9619,Male,23,History,68.05,2025-07-19,Lake Stephen,Year 4,"Hardy, Bennett and Burns",Pass,Average
6880,Female,19,Math,51.29,2025-10-11,New Ashleytown,Year 1,"Mcbride, Rodriguez and Porter",Pass,Average
2527,Female,20,English,58.73,2025-06-26,Johnsonshire,Year 2,Ramirez LLC,Pass,Average
1628,Female,24,History,82.52,2025-06-17,Port Tanya,Year 4,"Sandoval, Lowe and Moss",Pass,Good
5793,Male,19,Science,85.23,2025-02-24,West Steven,Year 2,Shannon Ltd,Pass,Excellent
1902,Male,21,Math,81.37,2024-10-30,North Kelsey,Year 3,Erickson PLC,Pass,Good
3697,Male,18,English,98.55,2025-05-28,Michaelburgh,Year 3,"Wright, Duarte and Hill",Pass,Excellent
8014,Female,21,History,96.37,2025-08-21,Craneton,Year 3,Jones Group,Pass,Excellent
3115,Male,20,English,61.08,2025-05-21,New Shaun,Year 2,Smith-Hernandez,Pass,Average
2824,Female,22,Computer,44.32,2025-06-02,Lake Colin,Year 4,"Richardson, Pena and King",Fail,Low
4311,Male,22,Computer,84.64,2025-01-27,Mitchelltown,Year 2,"Gonzalez, Smith and Horn",Pass,Good
8086,Female,24,English,98.66,2024-12-30,Maryfurt,Year 4,Rivera-Henderson,Pass,Excellent
3426,Male,23,English,49.69,2025-08-29,Thomasberg,Year 1,Deleon LLC,Fail,Low
5897,Male,24,Science,67.03,2025-05-05,Port Jasmine,Year 1,Woods-Thompson,Pass,Average
7311,Female,21,Science,93.68,2025-02-15,Kristinafort,Year 3,"Morgan, Lopez and Arnold",Pass,Excellent
8387,Female,18,Science,73.62,2025-05-12,Maxwellborough,Year 2,Miller-Werner,Pass,Good
6122,Female,22,English,64.93,2024-12-05,New William,Year 3,Bass and Sons,Pass,Average
1156,Female,19,Science,96.81,2025-02-21,Jenniferville,Year 1,Moreno Group,Pass,Excellent
8241,Male,22,English,76.33,2025-08-03,Johnsonstad,Year 2,"Chung, Wood and Price",Pass,Good
6504,Male,24,English,64.71,2025-07-19,New Barbarafort,Year 4,"Stephens, Baker and Villanueva",Pass,Average
9058,Female,20,English,67.6,2025-06-03,West Troy,Year 2,Miles Group,Pass,Average
7363,Female,25,Math,71.0,2025-07-19,Andreamouth,Year 4,Robinson and Sons,Pass,Good
2080,Male,22,Math,91.89,2024-12-30,Valentineport,Year 2,Perez Group,Pass,Excellent
1013,Male,23,Computer,68.84,2025-03-28,West Shannonberg,Year 3,Jones-Brown,Pass,Average
8003,Male,21,History,43.63,2025-05-17,Juliaton,Year 4,"Anderson, Jensen and Walls",Fail,Low
6349,Female,24,English,54.68,2025-07-08,Martinburgh,Year 3,Johnson-Robinson,Pass,Average
9175,Male,24,Math,88.61,2025-08-01,West Nicole,Year 4,Perry-Rodriguez,Pass,Excellent
4426,Female,23,Computer,70.66,2024-12-11,Goldenbury,Year 4,"Lara, Love and Green",Pass,Good
5775,Male,25,English,54.15,2025-10-19,South Kathy,Year 4,Reeves Group,Pass,Average
9095,Male,20,History,82.14,2024-10-24,Ramosborough,Year 4,"Hebert, Lopez and Green",Pass,Good
3199,Male,21,Computer,98.07,2025-08-16,North Karachester,Year 4,"Porter, Rice and Alexander",Pass,Excellent
8750,Male,23,History,43.48,2025-06-08,North John,Year 3,Davis-Klein,Fail,Low
8611,Male,22,Science,95.95,2025-01-08,East Ernest,Year 3,Hebert-Lowe,Pass,Excellent
8372,Male,18,English,95.03,2025-01-11,East Toddview,Year 1,Butler Inc,Pass,Excellent
2212,Female,20,English,71.66,2025-05-07,Patriciahaven,Year 2,Wong Inc,Pass,Good
1154,Male,18,History,93.17,2025-07-07,Ayalatown,Year 2,Blanchard-Harris,Pass,Excellent
2825,Female,23,History,53.25,2025-08-15,Isaiahchester,Year 2,Jones-Martin,Pass,Average
8336,Male,21,History,92.24,2025-03-24,West Alex,Year 4,"Johnson, Hanson and Moore",Pass,Excellent
9228,Male,22,Math,70.44,2025-01-30,East Tracy,Year 3,"Murphy, Beard and Garcia",Pass,Good
3612,Female,20,Computer,66.14,2025-01-05,East Jamieport,Year 2,Kelly PLC,Pass,Average
5128,Male,22,Math,54.0,2025-07-09,Connorfurt,Year 2,Johnson-Holmes,Pass,Average
5064,Male,25,Science,86.29,2024-12-03,Thompsonfort,Year 2,Smith-Robbins,Pass,Excellent
7771,Male,21,Math,43.79,2025-05-26,Anthonyland,Year 4,Brady LLC,Fail,Low
3664,Male,24,English,56.35,2025-08-28,Amymouth,Year 2,"Hart, Green and Jimenez",Pass,Average
1263,Male,19,Computer,60.48,2024-12-13,Hamiltonview,Year 1,Kidd Group,Pass,Average
3188,Male,22,History,57.57,2024-12-03,Hebertton,Year 4,"Vance, Meadows and Jones",Pass,Average
